IMG_ID,AUTHOR,LAT,LON,S3_Label,S16_Label,S365_Label,Prob_indoor,Prob_natural,Prob_urban
Paris_00025_129504349_cdd20e3144_1_42485416@N00.jpg,cdd20e3144_1_42485416@N00,48.861326,2.346954,2,11,334,0.00013746692524208015,0.001989757523233493,0.9978726949087822
Paris_00127_433927029_bb089eecff_188_7218593@N05.jpg,bb089eecff_188_7218593@N05,48.859364,2.291142,1,6,78,1.4243148096337865e-05,0.9626706377787073,0.037315016989461824
Paris_00131_445353063_8c58bd82b1_179_88895879@N00.jpg,8c58bd82b1_179_88895879@N00,48.863133,2.336654,2,15,319,0.19359788411277634,0.028363753841944117,0.7780382608888345
Paris_00159_523650404_92319fd22a_254_51035632501@N01.jpg,92319fd22a_254_51035632501@N01,48.855298,2.312461,2,11,213,0.00019613665123241475,0.003825120001078375,0.9959788033830002
Paris_00160_524943416_6cc4913ba0_249_80246871@N00.jpg,6cc4913ba0_249_80246871@N00,48.805012,2.121015,0,5,331,0.9063400460806808,0.00043196707331194517,0.09322806430605501
Paris_00213_1392923096_21dcd946e9_1007_13640599@N07.jpg,21dcd946e9_1007_13640599@N07,48.886899,2.343177,2,11,230,0.0002684858373820376,0.00010419029713082395,0.999627228460966
Peru_00016_325016580_4febe27d8f_143_32649801@N00.jpg,4febe27d8f_143_32649801@N00,-13.53653,-71.998901,2,11,108,0.0008268202833789928,0.003088897915539235,0.9960841845984945
Philippines_00021_1354823159_b54e258230_1056_83794921@N00.jpg,b54e258230_1056_83794921@N00,13.521759,120.9696,1,6,48,0.000871589419844554,0.8590659334945485,0.14006249214857291
Poland_00024_419395727_db46f2f484_183_93455345@N00.jpg,db46f2f484_183_93455345@N00,50.067717,19.923706,2,11,200,0.0007531028610117119,0.0009422430735952503,0.998304630143565
Poland_00039_939060542_595e7aa0f0_1297_15632944@N00.jpg,595e7aa0f0_1297_15632944@N00,49.597095,19.93467,2,10,278,0.15172218167502402,1.3062514042733175e-05,0.8482647478873436
Portugal_00001_37087644_e25c1c4be1_31_41894197861@N01.jpg,e25c1c4be1_31_41894197861@N01,38.709039,-9.136247,2,15,47,0.033681169711128334,0.0014678146632007838,0.9648511432229299
Portugal_00028_288609860_5f01b18ba2_108_82981539@N00.jpg,5f01b18ba2_108_82981539@N00,38.693519,-9.205673,2,11,200,0.0022027792751764252,0.081010317722928,0.9167869763891687
Portugal_00031_315254130_e99b1f16b2_116_49777280@N00.jpg,e99b1f16b2_116_49777280@N00,41.149383,-8.610105,2,10,66,0.0008431516289135743,0.1698184887400771,0.8293383479514773
PuertoRico_00013_1356370638_0426ac7dcb_1264_23437487@N00.jpg,0426ac7dcb_1264_23437487@N00,18.469468,-66.119842,2,11,10,0.0001147206199438866,0.23304682571634316,0.7668385053321267
Romania_00003_147566544_11f95abd00_45_96155869@N00.jpg,11f95abd00_45_96155869@N00,45.793262,24.150695,2,11,84,0.0010038972396841928,0.008303123529060485,0.990693059328521
Romania_00010_407620380_c9862a7d9a_181_48313794@N00.jpg,c9862a7d9a_181_48313794@N00,47.550579,25.843963,2,15,348,0.00969598001245231,0.38819820586650167,0.6021058105374095
Rome_00002_43887898_6646f63596_30_42126397@N00.jpg,6646f63596_30_42126397@N00,41.929357,12.472229,2,11,5,0.030973656028633556,0.006631704128992055,0.9623946104069216
Rome_00021_217560377_c0097f0084_83_84498284@N00.jpg,c0097f0084_83_84498284@N00,41.901765,12.481584,2,11,84,0.0008718522812909413,0.010896032198616012,0.9882321549200412
Rome_00024_231521295_1a0e1b7fb5_91_55085284@N00.jpg,1a0e1b7fb5_91_55085284@N00,41.890393,12.49197,2,11,200,0.000486656067700153,0.02015645109720765,0.9793569845591321
Russia_00019_985802242_5ad0b7dbeb_1190_23707253@N00.jpg,5ad0b7dbeb_1190_23707253@N00,59.94046,30.312223,2,15,319,0.001608623899699957,0.006727380278686468,0.991663969782369
SanFrancisco_00096_442372330_8e060f4138_176_7571568@N05.jpg,8e060f4138_176_7571568@N05,37.782383,-122.42031,1,6,194,0.00038559360967838074,0.9902673134389488,0.009346946514284582
Seoul_00010_367998508_f0e90c701b_107_87409164@N00.jpg,f0e90c701b_107_87409164@N00,37.583085,126.992683,2,12,260,0.0015173025866630496,0.021803783009431754,0.9766789000485403
Shenzhen_00003_954656461_a90fe556dc_1111_32377115@N00.jpg,a90fe556dc_1111_32377115@N00,22.565354,114.073448,2,11,330,5.725186804559496e-06,5.513316898825282e-06,0.9999887909208527
SouthDakota_00001_103581976_d9b87d0c35_36_96388182@N00.jpg,d9b87d0c35_36_96388182@N00,43.542412,-96.699922,2,11,86,2.3995104567603454e-06,0.000625678062123533,0.9993719380350887
Spain_00063_379578856_a608d0b600_146_75653366@N00.jpg,a608d0b600_146_75653366@N00,43.323538,-1.98522,2,15,319,0.11621721412552688,0.010088315208804488,0.8736945522218775
Spain_00083_486577745_b0256c3b07_221_51162504@N00.jpg,b0256c3b07_221_51162504@N00,37.389024,-5.994071,2,11,273,0.0013657992805065078,0.003034254369639555,0.9955999407053113
SriLanka_00008_841500207_6eabfd01c6_1147_9900419@N06.jpg,6eabfd01c6_1147_9900419@N06,6.590774,79.979095,2,11,242,0.00036458458142751837,0.04020386804821019,0.9594316778373102
Sweden_00010_187208678_92004a5c41_72_46054052@N00.jpg,92004a5c41_72_46054052@N00,58.474311,11.311798,1,7,117,0.001294303086673665,0.900112551855841,0.09859314119219675
Switzerland_00008_103429200_c4904154d8_38_73293249@N00.jpg,c4904154d8_38_73293249@N00,46.167286,7.099698,1,9,233,0.00026482708067065985,0.5554932562455477,0.4442420460000358
Switzerland_00014_170747608_cf4538d97b_50_97458173@N00.jpg,cf4538d97b_50_97458173@N00,46.496974,7.675924,1,8,258,0.0007020519808325076,0.8972880009215771,0.10200988486661267
Switzerland_00082_1222153363_9eaceb19eb_1370_47311799@N00.jpg,9eaceb19eb_1370_47311799@N00,46.204977,6.149843,2,10,66,0.004620700999225846,0.3058576139215461,0.6895216887655238
Switzerland_00086_1367058455_d58f03d50f_1136_9407621@N05.jpg,d58f03d50f_1136_9407621@N05,46.604579,7.935862,1,8,150,0.0015039630534707804,0.9834574011394253,0.015038572549112672
Sydney_00073_1226915900_eea86783cd_1128_65768710@N00.jpg,eea86783cd_1128_65768710@N00,-33.870344,151.225433,2,10,171,0.0009949712288062074,0.16266472797536835,0.8363402280284618
Syria_00001_91276050_f4598af84a_27_80528961@N00.jpg,f4598af84a_27_80528961@N00,33.522792,36.309814,0,2,51,0.9995956045384728,1.616813909599557e-05,0.0003882899031717457
Taiwan_00044_406785882_413e3bba60_158_81421684@N00.jpg,413e3bba60_158_81421684@N00,24.514718,121.60818,1,6,271,0.0016842306812066,0.9835137639884124,0.014802052030361779
Tanzania_00019_1292210091_693ea74b7a_1088_15274769@N00.jpg,693ea74b7a_1088_15274769@N00,-3.169805,35.528561,1,6,356,0.009178424405668295,0.8115045884803749,0.17931694960699218
Thailand_00034_327008969_eda8c71554_140_17362713@N00.jpg,eda8c71554_140_17362713@N00,12.925599,100.891571,0,0,31,0.8266016990130538,0.0021956605333457446,0.1712026141732963
Tokyo_00070_439717934_3d0fd200f1_180_97324495@N00.jpg,3d0fd200f1_180_97324495@N00,35.690428,139.704803,0,0,185,0.9900316124861288,0.0008063088963492504,0.00916201373496306
Tonga_00002_479647466_2e7ea24455_169_36709487@N00.jpg,2e7ea24455_169_36709487@N00,-40.884642,173.048229,1,6,194,0.00045982514353681836,0.992411783572237,0.007128468371860208
Tunisia_00008_903924177_8eeea96057_1429_9416923@N08.jpg,8eeea96057_1429_9416923@N08,33.553412,9.966487,2,11,10,0.0018928967122774365,0.4488768387000803,0.5492302704567678
Turkey_00007_199529249_b54fd55a6e_70_85971448@N00.jpg,b54fd55a6e_70_85971448@N00,38.671304,34.839363,1,7,116,0.0004864224316989407,0.9337290049149942,0.06578451508745076
Turkey_00037_1105905643_007e7c4da0_1384_82622473@N00.jpg,007e7c4da0_1384_82622473@N00,41.100957,28.999614,2,11,226,0.00580346418324524,0.0006650567208510427,0.9935314496764444
Ukraine_00015_1337848415_599183dcd9_1178_28325468@N00.jpg,599183dcd9_1178_28325468@N00,46.475736,30.765677,1,6,48,0.0001138707627639235,0.9306873279009658,0.06919886815376053
UnitedKingdom_00019_964966881_426cf82f57_1071_98545448@N00.jpg,426cf82f57_1071_98545448@N00,51.682337,-1.78659,1,7,306,8.219672780562792e-05,0.9984598393801996,0.0014581654314405057
Utah_00013_273721069_5a2ffa6fe3_94_79954435@N00.jpg,5a2ffa6fe3_94_79954435@N00,38.689278,-109.576805,2,11,200,0.003224354630806836,0.42173956681099156,0.5750360913016301
Utah_00017_311640007_f48e92f2d4_116_19269532@N00.jpg,f48e92f2d4_116_19269532@N00,37.218846,-112.920913,1,8,141,0.0032127018593683943,0.871930160537886,0.12485717048373601
Utah_00026_474986001_181d71a40d_218_53364390@N00.jpg,181d71a40d_218_53364390@N00,38.773023,-109.324779,1,7,232,0.00033689420763494127,0.9528347566979392,0.046828342189684236
Uzbekistan_00001_280399379_3193cf1f0d_94_40084555@N00.jpg,3193cf1f0d_94_40084555@N00,39.667027,66.942787,2,11,226,0.34718425443706913,0.000664013848080458,0.6521517320282213
Vermont_00002_113886360_6cb9ab47bd_41_87434398@N00.jpg,6cb9ab47bd_41_87434398@N00,43.043237,-72.909822,2,15,296,0.00048000671725212385,0.005478731558666183,0.9940412201343056
Vermont_00016_746636213_f837f3bf39_1209_19212858@N00.jpg,f837f3bf39_1209_19212858@N00,44.385208,-73.24356,2,8,173,0.00417503709633138,0.4056285877702521,0.5901964735032834
Vietnam_00013_309555658_1206a876e1_109_40279823@N00.jpg,1206a876e1_109_40279823@N00,15.878047,108.337898,2,11,292,0.002506754386558896,0.3597063424083444,0.6377869594315939
Virginia_00012_710310620_0900169ce4_1266_94125865@N00.jpg,0900169ce4_1266_94125865@N00,36.746982,-81.537995,2,14,105,0.05658533367540031,0.3281272690320094,0.6152874982627452
Virginia_00055_1440634934_ac4db3526d_1135_91062007@N00.jpg,ac4db3526d_1135_91062007@N00,36.859948,-75.978484,1,7,289,0.008261066302308606,0.6341290967377233,0.35760989320928616
Washington_00077_933052351_c52eb39df8_1294_54699140@N00.jpg,c52eb39df8_1294_54699140@N00,38.8985,-77.0275,2,10,207,0.3800024215817004,0.00035274051939815365,0.6196448628887872
Washington_00092_1444342752_743c6981e6_1161_39405636@N00.jpg,743c6981e6_1161_39405636@N00,46.783282,-121.763534,1,6,234,1.3177212212500677e-05,0.9956753925307211,0.004311304206428446
Wisconsin_00036_1174326080_46cb7b0c2b_1168_10976003@N07.jpg,46cb7b0c2b_1168_10976003@N07,43.654692,-89.821643,2,14,201,0.009709341409651628,0.37528678803092674,0.615003856395548
Wyoming_00005_264085120_70bc6791b2_97_48947971@N00.jpg,70bc6791b2_97_48947971@N00,43.838489,-110.725708,1,7,234,5.901457982071534e-05,0.9928094484699201,0.007131521208657787
america_00003_225732316_f761e65a4e_70_70484005@N00.jpg,f761e65a4e_70_70484005@N00,41.746157,-73.932248,0,0,114,0.9999402797871163,1.3673890409932055e-05,4.6187100816386106e-05
capri_00004_483725210_cb68b00ed5_174_40425693@N00.jpg,cb68b00ed5_174_40425693@N00,40.557373,14.266262,1,7,350,2.9986898197748024e-06,0.9998254408445981,0.0001714987929201245
england_00041_251424233_428738c274_111_11114422@N00.jpg,428738c274_111_11114422@N00,51.243139,-0.359823,1,8,359,0.0003477953360757624,0.7992703916611532,0.20038179006281354
england_00047_273334374_b9447e5806_94_57749403@N00.jpg,b9447e5806_94_57749403@N00,53.229056,-0.547943,2,12,209,0.009130247581538242,0.1459271642115425,0.8449425687518897
england_00090_496632589_c83b7bb9e9_226_91548597@N00.jpg,c83b7bb9e9_226_91548597@N00,53.190613,-2.894822,2,15,143,0.16819071596739832,0.05450080213608999,0.7773085433930191
florence_00012_313147389_c46824aa79_106_90168643@N00.jpg,c46824aa79_106_90168643@N00,43.76725,11.272659,2,11,334,1.446629565471369e-05,2.560860094252826e-05,0.9999598779186092
florence_00014_353015358_1e186608c3_153_37507546@N00.jpg,1e186608c3_153_37507546@N00,43.765639,11.270256,2,10,10,0.003176742438057545,0.28785151185627456,0.7089716284554015
galapagos_00007_1030772840_1430e92543_1026_7132415@N03.jpg,1430e92543_1026_7132415@N03,-0.393444,-90.281352,1,7,116,0.012315412530881531,0.8398675501580328,0.14781699641207524
nikko_00002_313984117_ffde0f168d_117_25159586@N00.jpg,ffde0f168d_117_25159586@N00,36.753576,139.604473,1,6,78,0.0016300031537070936,0.6723555680632671,0.3260144706743233
nyc_00037_195999660_2dba8fdba9_60_40829484@N00.jpg,2dba8fdba9_60_40829484@N00,40.455307,-75.300292,0,4,16,0.9988935417458705,2.2523091328346782e-07,0.0011062788211817773
nyc_00042_220554146_bf077ea42f_66_20871343@N00.jpg,bf077ea42f_66_20871343@N00,40.763874,-73.973243,0,0,115,0.9963763258001066,0.00018488822836459917,0.0034388155236904083
nyc_00138_1022905709_ffa667da68_1040_70323761@N00.jpg,ffa667da68_1040_70323761@N00,40.807304,-73.961393,2,15,123,0.005319114194277219,7.259949982030278e-05,0.9946082611111899
orlando_00010_295896083_bb881f9d62_110_29251780@N00.jpg,bb881f9d62_110_29251780@N00,29.188135,-81.226387,1,8,164,9.75357606645133e-05,0.5073086213894271,0.492593910866964
pompei_00003_876663807_361e72721c_1145_78841376@N00.jpg,361e72721c_1145_78841376@N00,40.747586,14.484207,2,11,84,0.0014566764734542659,0.09694145200262483,0.9016020022262552
scotland_00043_270016034_22faac0537_95_50994135@N00.jpg,22faac0537_95_50994135@N00,56.034122,-4.983844,2,10,142,0.0009211998069673655,0.4810125921341637,0.5180662478182043
scotland_00053_331995269_96230f644d_165_77235581@N00.jpg,96230f644d_165_77235581@N00,58.202872,-6.379451,2,15,273,0.040373483248117736,0.06562508850657878,0.89400147999703
seattle_00064_443151803_90c945e87c_191_74223826@N00.jpg,90c945e87c_191_74223826@N00,47.645127,-122.336257,1,6,48,0.000751267202140582,0.7423452845387999,0.2569034009814004
venice_00002_69431815_c01190b915_35_39303693@N00.jpg,c01190b915_35_39303693@N00,45.433515,12.346229,0,1,317,0.8578689139615534,0.009659835410531059,0.13247134254666548
venice_00016_265350847_0252df858c_118_44972214@N00.jpg,0252df858c_118_44972214@N00,32.845269,-117.273988,1,6,48,6.437537987658004e-05,0.9795942504087307,0.020341372655583
venice_00026_383980273_f31c681f5d_165_35271748@N00.jpg,f31c681f5d_165_35271748@N00,45.433703,12.339298,2,11,230,0.03390910438861283,0.08830093459255295,0.8777900097302336
wales_00004_130253713_3ded2d4456_56_66516604@N00.jpg,3ded2d4456_56_66516604@N00,53.121229,-3.999366,1,7,233,0.0010747104122899032,0.8445847775857942,0.15434045496749604
wales_00019_442821205_59d2f2ee89_168_96019796@N00.jpg,59d2f2ee89_168_96019796@N00,51.644335,-2.677059,2,11,84,0.0031381575395244,0.04633668580891026,0.9505251780384469
